area,area_km,avg_neighbor_degree_avg,avg_weighted_neighbor_degree_avg,circuity_avg,city,clustering_coefficient_avg,clustering_coefficient_weighted_avg,count_intersections,degree_centrality_avg,edge_density_km,edge_length_avg,edge_length_total,geoid,intersection_density_km,k_avg,m,n,nhood,node_density_km,pagerank_max,pagerank_max_node,pagerank_min,pagerank_min_node,self_loop_proportion,state,street_density_km,street_length_avg,street_length_total,street_segments_count,streets_per_node_avg,streets_per_node_counts,streets_per_node_proportion,time
12327174.850761598,12.327174850761597,2.108477011494253,0.024289603517874583,1.2210051619886664,Mobile,0.08908045977011496,0.006953802714224204,89.0,0.03358320839580209,3360.0880235957393,184.91246687863676,41420.39258081464,0150000,7.219821335989357,3.8620689655172415,224.0,116.0,Bates,9.410104213199611,0.019741428808370428,58038736.0,0.0013510309637972517,58270748.0,0.026785714285714284,AL,1977.1756383083682,186.05335728315592,24372.989804093424,131.0,2.6293103448275863,"{0: 0, 1: 27, 2: 0, 3: 78, 4: 11}","{0: 0.0, 1: 0.23275862068965517, 2: 0.0, 3: 0.6724137931034483, 4: 0.09482758620689655}",0.07732510566711426
6680766.070059144,6.680766070059144,2.6025641025641026,0.02774983842589645,1.0853518155789703,Mobile,0.03205128205128205,0.001850919973992448,113.0,0.030024813895781637,8494.096489587084,156.32802100121725,56747.071623441865,0150000,16.91422792161912,4.653846153846154,363.0,156.0,Bayside,23.350615537810466,0.014757616698019161,58283381.0,0.0009721322099805575,57747242.0,0.027548209366391185,AL,4392.126334205265,155.25274385699356,29342.768588971783,189.0,2.480769230769231,"{0: 0, 1: 43, 2: 0, 3: 108, 4: 5}","{0: 0.0, 1: 0.27564102564102566, 2: 0.0, 3: 0.6923076923076923, 4: 0.03205128205128205}",0.11301112174987793
2728377.1616380303,2.72837716163803,2.588935574229692,0.03395649088756355,1.0576491631513798,Mobile,0.008403361344537815,0.0005058747567200975,86.0,0.03703176185728523,13874.203469238417,145.59253800534316,37854.05988138922,0150000,31.520568786893218,4.369747899159663,260.0,119.0,Bayview,43.61567076325922,0.019089768596832604,57977111.0,0.0012695725772323319,57756225.0,0.007692307692307693,AL,7099.592709289762,147.86539393097752,19370.366604958053,131.0,2.4705882352941178,"{0: 0, 1: 33, 2: 0, 3: 83, 4: 3}","{0: 0.0, 1: 0.2773109243697479, 2: 0.0, 3: 0.6974789915966386, 4: 0.025210084033613446}",0.09236001968383789
6477436.821980753,6.477436821980753,2.554421768707482,0.03037256460710945,1.0957070697507572,Mobile,0.044217687074829926,0.003214876735999107,111.0,0.030752026838132517,6737.269956874658,132.24315302510482,43640.24049828459,0150000,17.136407972877304,4.489795918367347,330.0,147.0,Beau Terra,22.6941619100267,0.015645802852651877,58099167.0,0.0010507880910683013,58309361.0,0.024242424242424242,AL,3424.4559700204536,131.25264612699587,22181.697195462304,169.0,2.578231292517007,"{0: 0, 1: 36, 2: 0, 3: 101, 4: 10}","{0: 0.0, 1: 0.24489795918367346, 2: 0.0, 3: 0.6870748299319728, 4: 0.06802721088435375}",0.08290958404541016
5273375.762371246,5.273375762371246,2.5774410774410783,0.02695504858121926,1.1016956597584016,Mobile,0.030303030303030304,0.0021661894450941423,74.0,0.04452690166975876,5868.698385045859,143.27709176096346,30947.85182036811,0150000,14.032756878058104,4.363636363636363,216.0,99.0,Bell Aire,18.773553120645303,0.021441827328615964,58287569.0,0.0015282730514518598,58191142.0,0.009259259259259259,AL,3102.875414129859,150.11585323422057,16362.62800253004,109.0,2.5555555555555554,"{0: 0, 1: 25, 2: 0, 3: 69, 4: 4, 5: 1}","{0: 0.0, 1: 0.25252525252525254, 2: 0.0, 3: 0.696969696969697, 4: 0.04040404040404041, 5: 0.010101010101010102}",0.09818625450134277
2935594.296322723,2.935594296322723,2.5943627450980387,0.028004967576072768,1.1370402578820493,Mobile,0.05759803921568626,0.006082026974560733,105.0,0.03387799564270147,15816.70745268694,149.29722245888385,46431.43618471288,0150000,35.76788527335962,4.573529411764706,311.0,136.0,Bellewood,46.327927592161025,0.015528051902091887,58148805.0,0.0011671676144599935,58229934.0,0.02572347266881029,AL,8045.330758143689,145.7890560841752,23617.82708563638,162.0,2.6323529411764706,"{0: 0, 1: 31, 2: 2, 3: 89, 4: 14}","{0: 0.0, 1: 0.22794117647058823, 2: 0.014705882352941176, 3: 0.6544117647058824, 4: 0.10294117647058823}",0.1332697868347168
4915671.559531759,4.915671559531758,2.5997150997151004,0.02609721559823912,1.0805627588801956,Mobile,0.03988603988603988,0.01049552047380405,76.0,0.038608900677866244,7693.301089549565,144.34252429318127,37817.74136481349,0150000,15.460756293335304,4.478632478632479,262.0,117.0,Bellfontaine,23.80142745158198,0.018191348729777363,58029152.0,0.001330376940133038,57987694.0,0.007633587786259542,AL,3864.734942788034,143.9224821469071,18997.767643391737,132.0,2.376068376068376,"{0: 0, 1: 41, 2: 0, 3: 67, 4: 9}","{0: 0.0, 1: 0.3504273504273504, 2: 0.0, 3: 0.5726495726495726, 4: 0.07692307692307693}",0.07031393051147461
4049860.284970001,4.049860284970001,2.503086419753087,0.024300349982247706,1.0559546545907244,Mobile,0.024691358024691357,0.00526336049813593,57.0,0.05370370370370371,8097.648988306906,188.4732588469635,32794.34703937165,0150000,14.074559611732932,4.296296296296297,174.0,81.0,Bellmont,20.00068997456785,0.025502531972468694,58226520.0,0.0018915510718789407,57968837.0,0.011494252873563218,AL,4058.2782584588963,186.76659027602165,16435.459944289905,88.0,2.419753086419753,"{0: 0, 1: 24, 2: 0, 3: 56, 4: 1}","{0: 0.0, 1: 0.2962962962962963, 2: 0.0, 3: 0.691358024691358, 4: 0.012345679012345678}",0.05034756660461426
2034895.083205587,2.034895083205587,2.3895348837209305,0.030414571829179157,1.109278789947265,Mobile,0.0,0.0,69.0,0.05225718194254445,11744.236421443522,125.12193167538953,23898.2889499994,0150000,33.90838209275327,4.441860465116279,191.0,86.0,Belmeade,42.262621159083785,0.02691410005815284,3111994826.0,0.001834862385321101,57947713.0,0.07329842931937172,AL,6140.169610683357,121.30680534784393,12494.600950827926,103.0,2.6511627906976742,"{0: 0, 1: 17, 2: 0, 3: 65, 4: 4}","{0: 0.0, 1: 0.19767441860465115, 2: 0.0, 3: 0.7558139534883721, 4: 0.046511627906976744}",0.061368703842163086
3221635.060931161,3.221635060931161,2.3712446351931327,0.04057949652336037,1.0869193829197505,Mobile,0.06366237482117312,0.0037760572403092397,217.0,0.019609294065413674,19925.610230489547,121.11895194149766,64193.044528993756,0150000,67.35710156360159,4.549356223175966,530.0,233.0,Berkleigh,72.32352379870585,0.013521496249809792,58252143.0,0.0007329553547659241,58145018.0,0.08490566037735849,AL,11687.018811508537,110.09154842373664,37651.30956091793,342.0,3.051502145922747,"{0: 0, 1: 16, 2: 4, 3: 168, 4: 42, 5: 3}","{0: 0.0, 1: 0.06866952789699571, 2: 0.017167381974248927, 3: 0.721030042918455, 4: 0.18025751072961374, 5: 0.012875536480686695}",0.14178156852722168
9337339.661399264,9.337339661399264,1.6727272727272726,0.012192907969716308,1.2022243888084414,Mobile,0.0,0.0,33.0,0.05656565656565657,1958.5891880189365,217.71443459139283,18288.012505676998,0150000,3.5341972335463616,3.0545454545454547,84.0,55.0,Beverly,5.890328722577269,0.040273556773230704,58244265.0,0.0031678986272439284,58001409.0,0.023809523809523808,AL,1005.5936059239161,218.36207115913686,9389.569059842885,43.0,2.2181818181818183,"{0: 0, 1: 22, 2: 0, 3: 32, 4: 1}","{0: 0.0, 1: 0.4, 2: 0.0, 3: 0.5818181818181818, 4: 0.01818181818181818}",0.045076847076416016
5254451.01499913,5.2544510149991295,2.3496055226824466,0.03182655283391259,1.1196113805877126,Mobile,0.028599605522682443,0.0034302317448105884,131.0,0.026204564666103082,8788.698293070647,124.13920609286606,46179.78466654618,0150000,24.931243935104362,4.402366863905326,372.0,169.0,Bienville,32.16320782467662,0.016345343989467194,58157532.0,0.0009395552771688068,58309670.0,0.07526881720430108,AL,4600.118544072321,116.76858721264311,24171.097553017124,207.0,2.5857988165680474,"{0: 0, 1: 38, 2: 0, 3: 125, 4: 6}","{0: 0.0, 1: 0.22485207100591717, 2: 0.0, 3: 0.7396449704142012, 4: 0.03550295857988166}",0.13738012313842773
3495211.2671174956,3.4952112671174955,2.6836982968369827,0.03203786722777016,1.1564880339433254,Mobile,0.07128953771289535,0.0069143952800157895,114.0,0.03735508802060963,11934.012955074422,119.86177167385712,41711.896542502276,0150000,32.61605416316248,5.08029197080292,348.0,137.0,Big Creek,39.19648614344965,0.017411620263717825,57987698.0,0.001534896064400735,57958663.0,0.011494252873563218,AL,6111.811654675401,121.3754145336448,21362.072957921486,176.0,2.7518248175182483,"{0: 0, 1: 23, 2: 0, 3: 103, 4: 10, 5: 1}","{0: 0.0, 1: 0.1678832116788321, 2: 0.0, 3: 0.7518248175182481, 4: 0.072992700729927, 5: 0.0072992700729927005}",0.11251044273376465
6402166.611001652,6.402166611001651,2.345709570957096,0.02371860122681743,1.2200677911485507,Mobile,0.0462046204620462,0.0044353827234485926,66.0,0.04039603960396041,5711.7958425231245,179.25425799931173,36567.868631859594,0150000,10.309010060216782,4.03960396039604,204.0,101.0,Blackstone,15.775909334574166,0.023942095033019653,3115766677.0,0.0015781167806417677,57958928.0,0.0392156862745098,AL,3221.718599173035,189.22916739145518,20625.979245668615,109.0,2.366336633663366,"{0: 0, 1: 35, 2: 0, 3: 61, 4: 4, 5: 1}","{0: 0.0, 1: 0.3465346534653465, 2: 0.0, 3: 0.6039603960396039, 4: 0.039603960396039604, 5: 0.009900990099009901}",0.09407877922058105
2824763.609822892,2.824763609822892,2.2183908045977017,0.038842212394102876,1.0643104821908174,Mobile,0.08429118773946359,0.0066158899547221215,79.0,0.048115477145148404,9226.683435867095,144.79555338329453,26063.199608993018,0150000,27.96694198597141,4.137931034482759,180.0,87.0,Bolton,30.799037376955855,0.04268945142068854,3417436253.0,0.0018693710993834493,57745687.0,0.0,AL,5139.199513386595,128.4692368941059,14517.023769033967,113.0,2.9885057471264367,"{0: 0, 1: 8, 2: 2, 3: 61, 4: 15, 5: 1}","{0: 0.0, 1: 0.09195402298850575, 2: 0.022988505747126436, 3: 0.7011494252873564, 4: 0.1724137931034483, 5: 0.011494252873563218}",0.06104302406311035
8416192.221233863,8.416192221233864,2.698529411764706,0.03705900592401712,1.0784985506832705,Mobile,0.05441176470588237,0.0019676833402330457,160.0,0.02458224669178019,8903.957782969283,147.2247941674279,74937.42023122079,0150000,19.01097263395715,4.990196078431373,509.0,204.0,Brookley Industrial Park,24.23899010829536,0.01599880554644988,58233797.0,0.0007578914997639267,57804873.0,0.019646365422396856,AL,4711.868144318734,146.87402971738877,39655.98802369497,270.0,2.6715686274509802,"{0: 0, 1: 44, 2: 0, 3: 140, 4: 19, 5: 1}","{0: 0.0, 1: 0.21568627450980393, 2: 0.0, 3: 0.6862745098039216, 4: 0.09313725490196079, 5: 0.004901960784313725}",0.1511075496673584
2870267.9901270303,2.8702679901270303,2.360074626865672,0.02683398245902215,1.0954906386724899,Mobile,0.06467661691542287,0.007814713209052809,119.0,0.03377847604084836,15453.441151977177,147.36052317552117,44355.51747583187,0150000,41.4595432932844,4.492537313432836,301.0,134.0,Brookwood,46.68553614537907,0.024798265026792842,58156219.0,0.0011568974417753256,57799718.0,0.013289036544850499,AL,8420.59852271238,137.3259908946154,24169.374397452306,176.0,2.9477611940298507,"{0: 0, 1: 15, 2: 1, 3: 94, 4: 24}","{0: 0.0, 1: 0.11194029850746269, 2: 0.007462686567164179, 3: 0.7014925373134329, 4: 0.1791044776119403}",0.08606100082397461
3428383.0388727877,3.428383038872788,2.181216931216931,0.024983484600297732,1.1831818491019517,Mobile,0.031746031746031744,0.003482718865513502,41.0,0.061443932411674305,4473.130664550425,127.79671084172031,15335.605301006437,0150000,11.958990443926686,3.8095238095238093,120.0,63.0,Camelia,18.376009706521494,0.03779677027778468,57756304.0,0.0024813895781637717,58049041.0,0.03333333333333333,AL,2344.5482124775926,129.6453117012531,8038.009325477691,62.0,2.3492063492063493,"{0: 0, 1: 22, 2: 0, 3: 38, 4: 3}","{0: 0.0, 1: 0.3492063492063492, 2: 0.0, 3: 0.6031746031746031, 4: 0.047619047619047616}",0.06104278564453125
4508416.132874612,4.508416132874612,2.587552742616033,0.03426717766544642,1.140366317899823,Mobile,0.0590717299578059,0.004779692889548235,131.0,0.030476497621543246,9769.566967981029,116.52188711546185,44045.27332964458,0150000,29.056767640584468,4.784810126582278,378.0,158.0,Canterbury,35.04556707795684,0.01439223888022527,2877830511.0,0.000949367088607595,57954546.0,0.05291005291005291,AL,5316.106066570473,113.58871258103753,23967.218354598917,211.0,2.7025316455696204,"{0: 0, 1: 27, 2: 0, 3: 124, 4: 7}","{0: 0.0, 1: 0.17088607594936708, 2: 0.0, 3: 0.7848101265822784, 4: 0.04430379746835443}",0.16611671447753906
2944928.0973561225,2.9449280973561223,2.769713261648746,0.030251490892847583,1.044807838539922,Mobile,0.045878136200716846,0.005004541191116817,174.0,0.028480092996222,20814.799753998002,125.09814007426534,61298.08863639002,0150000,59.08463441135033,5.268817204301075,490.0,186.0,Carlen,63.159436784546905,0.011984183991531124,57950700.0,0.0008249408289713177,58127423.0,0.0163265306122449,AL,10972.718646268755,123.80792124820036,32313.86744578029,261.0,3.1774193548387095,"{0: 0, 1: 12, 2: 0, 3: 119, 4: 53, 5: 2}","{0: 0.0, 1: 0.06451612903225806, 2: 0.0, 3: 0.6397849462365591, 4: 0.2849462365591398, 5: 0.010752688172043012}",0.12106823921203613
2394040.949602039,2.394040949602039,2.8930260047281315,0.02694259068783014,1.0829707527763395,Mobile,0.034278959810874705,0.009283091758695784,123.0,0.038297872340425455,21460.78984016714,135.9206605506972,51378.00968816354,0150000,51.377567297019816,5.361702127659575,378.0,141.0,Carver,58.89623568194955,0.01442278554486344,58261663.0,0.0010702818408847665,58167172.0,0.018518518518518517,AL,11033.900120213451,135.4646601108198,26415.608721609864,195.0,2.893617021276596,"{0: 0, 1: 18, 2: 0, 3: 102, 4: 21}","{0: 0.0, 1: 0.1276595744680851, 2: 0.0, 3: 0.723404255319149, 4: 0.14893617021276595}",0.09708690643310547
5104785.797349736,5.104785797349736,2.274154589371981,0.02581062738552379,1.136225140170094,Mobile,0.018115942028985508,0.0007514075236945361,94.0,0.028350788109594887,9381.03220028252,178.68716395702518,47888.15994048275,0150000,18.41409291821847,3.8840579710144927,268.0,138.0,Cedar Grove,27.033455560788816,0.015860590330858945,58170662.0,0.0011832725528736134,298154031.0,0.007462686567164179,AL,5787.5274638071405,205.16727777093217,29544.08799901423,144.0,2.4130434782608696,"{0: 0, 1: 44, 2: 0, 3: 87, 4: 7}","{0: 0.0, 1: 0.3188405797101449, 2: 0.0, 3: 0.6304347826086957, 4: 0.050724637681159424}",0.08604931831359863
2380989.701418027,2.380989701418027,2.568852459016392,0.035869744420688396,1.0173410901405335,Mobile,0.05901639344262295,0.004827287840095303,289.0,0.01585418464193269,27944.787362515035,90.52551145369378,66536.25091846492,0150000,121.3780974474113,4.819672131147541,735.0,305.0,Central Business District,128.0979921157801,0.010647479462685346,58182059.0,0.0005142557836230018,2624342756.0,0.0,AL,20268.871030726594,93.89099841153737,48259.97318353021,514.0,3.5344262295081967,"{0: 0, 1: 16, 2: 1, 3: 94, 4: 192, 5: 2}","{0: 0.0, 1: 0.05245901639344262, 2: 0.003278688524590164, 3: 0.3081967213114754, 4: 0.6295081967213115, 5: 0.006557377049180328}",0.20914816856384277
4744963.282537046,4.744963282537046,2.465686274509804,0.02382466798682771,1.0381805019197647,Mobile,0.0392156862745098,0.006159442688408751,47.0,0.06233538191395961,5722.26897117214,191.2109588803721,27151.956161012837,0150000,9.905239977930863,4.176470588235294,142.0,68.0,Churchill,14.330985499985077,0.032999927299090195,57939396.0,0.0022918258212375866,58114264.0,0.014084507042253521,AL,2886.5710041545817,190.2315753770775,13696.673427149579,72.0,2.485294117647059,"{0: 0, 1: 21, 2: 0, 3: 40, 4: 7}","{0: 0.0, 1: 0.3088235294117647, 2: 0.0, 3: 0.5882352941176471, 4: 0.10294117647058823}",0.053391218185424805
2749689.7672430384,2.7496897672430385,2.3747203579418343,0.03310136567373641,1.1542965541354824,Mobile,0.033557046979865765,0.004894515786163364,135.0,0.032559405042626464,13196.838965357534,101.07858791921399,36287.21306299782,0150000,49.096447755034205,4.818791946308725,359.0,149.0,Claremont,54.18793122592664,0.016390871520146733,58201275.0,0.001043513380107529,58189081.0,0.17270194986072424,AL,7538.929289393698,92.54337822774413,20729.716723014684,224.0,2.8456375838926173,"{0: 0, 1: 14, 2: 0, 3: 130, 4: 5}","{0: 0.0, 1: 0.09395973154362416, 2: 0.0, 3: 0.87248322147651, 4: 0.03355704697986577}",0.1373612880706787
3147664.180460064,3.147664180460064,2.7580645161290325,0.028667849185020848,1.0594340778242548,Mobile,0.03333333333333333,0.006259645348673177,122.0,0.03259321323837455,16393.953873074814,132.65465651000548,51602.66138239213,0150000,38.75889961748347,5.019354838709678,389.0,155.0,Cody,49.242864268114246,0.012790773347971079,58155338.0,0.0009784735812133074,58207418.0,0.04627249357326478,AL,8386.44934880813,129.4006187082646,26397.72621648598,204.0,2.703225806451613,"{0: 0, 1: 33, 2: 0, 3: 102, 4: 20}","{0: 0.0, 1: 0.2129032258064516, 2: 0.0, 3: 0.6580645161290323, 4: 0.12903225806451613}",0.125197172164917
4947446.161455114,4.947446161455114,2.567148760330578,0.1006427629098158,1.1096723930656898,Mobile,0.04834710743801654,0.0022034952407070686,207.0,0.01937519289461948,15678.503892838806,137.2894759327158,77568.55390198441,0150000,41.83976808332127,4.669421487603306,565.0,242.0,College Park,48.91412500562196,0.010755352825494478,58260525.0,0.0006356434958668126,57857144.0,0.01592920353982301,AL,8457.394977493277,135.4126418035886,41842.50631730888,309.0,2.7851239669421486,"{0: 0, 1: 35, 2: 20, 3: 150, 4: 36, 5: 1}","{0: 0.0, 1: 0.1446280991735537, 2: 0.08264462809917356, 3: 0.6198347107438017, 4: 0.1487603305785124, 5: 0.004132231404958678}",0.16705703735351562
4718052.5490370095,4.71805254903701,2.620020964360587,0.029229578395866054,1.138234927194863,Mobile,0.0471698113207547,0.004387847727538858,125.0,0.030411591433803124,11824.219507869011,146.04002353265582,55787.288989474524,0150000,26.493982146407728,4.80503144654088,382.0,159.0,Colonial Heights,33.70034529023063,0.017240563733964532,58155407.0,0.0009717443668423556,58296611.0,0.031413612565445025,AL,6290.330062682966,146.92132567586881,29678.1077865255,202.0,2.6163522012578615,"{0: 0, 1: 34, 2: 0, 3: 118, 4: 7}","{0: 0.0, 1: 0.2138364779874214, 2: 0.0, 3: 0.7421383647798742, 4: 0.0440251572327044}",0.1384131908416748
5555178.371261473,5.555178371261473,2.6361416361416365,0.03028763702903286,1.0798248667679788,Mobile,0.020146520146520148,0.006261738920902853,188.0,0.01659125188536954,14645.860469891388,132.07851836177602,81360.36731085402,0150000,33.84229766096761,4.512820512820513,616.0,273.0,Cottage Park,49.14333649704339,0.008845019907329412,3112753328.0,0.0005511666360462981,57954587.0,0.03571428571428571,AL,7514.154796170539,130.44521938124137,41742.47020199724,320.0,2.413919413919414,"{0: 0, 1: 85, 2: 0, 3: 178, 4: 10}","{0: 0.0, 1: 0.31135531135531136, 2: 0.0, 3: 0.652014652014652, 4: 0.03663003663003663}",0.17303013801574707
2915371.948645809,2.9153719486458094,2.253597122302158,0.08674801321085812,1.094340732447886,Mobile,0.10191846522781776,0.016512265742053105,127.0,0.03065373787926187,12669.782021920504,125.63648674205449,36937.12710216402,0150000,43.562194545705054,4.23021582733813,294.0,139.0,Country Club,47.678307416165374,0.016773209050754665,57707582.0,0.0011775314130170907,3417436243.0,0.017006802721088437,AL,6889.0452069566345,117.45104765680841,20084.129149314238,171.0,2.9280575539568345,"{0: 0, 1: 12, 2: 2, 3: 109, 4: 16}","{0: 0.0, 1: 0.08633093525179857, 2: 0.014388489208633094, 3: 0.7841726618705036, 4: 0.11510791366906475}",0.10166525840759277
4334132.990659727,4.334132990659727,2.697916666666667,0.023082952901858078,1.0949036037378586,Mobile,0.10416666666666666,0.019061068307726973,62.0,0.058544303797468424,8038.319423727334,188.31970488560825,34839.14540383752,0150000,14.305052506144389,4.625,185.0,80.0,Crestview,18.45813226599276,0.035476602660578414,57705120.0,0.0020247072434946517,58152127.0,0.021621621621621623,AL,4371.950237836574,185.7707231306876,18948.613759330136,102.0,2.7625,"{0: 0, 1: 18, 2: 0, 3: 45, 4: 17}","{0: 0.0, 1: 0.225, 2: 0.0, 3: 0.5625, 4: 0.2125}",0.06439208984375
