area,area_km,avg_neighbor_degree_avg,avg_weighted_neighbor_degree_avg,circuity_avg,clustering_coefficient_avg,clustering_coefficient_weighted_avg,count_intersections,degree_centrality_avg,edge_density_km,edge_length_avg,edge_length_total,geoid,int_0_streets_count,int_0_streets_prop,int_10_streets_count,int_10_streets_prop,int_11_streets_count,int_11_streets_prop,int_1_streets_count,int_1_streets_prop,int_2_streets_count,int_2_streets_prop,int_3_streets_count,int_3_streets_prop,int_4_streets_count,int_4_streets_prop,int_5_streets_count,int_5_streets_prop,int_6_streets_count,int_6_streets_prop,int_7_streets_count,int_7_streets_prop,int_8_streets_count,int_8_streets_prop,int_9_streets_count,int_9_streets_prop,intersection_density_km,k_avg,m,n,name,node_density_km,pagerank_max,pagerank_max_node,pagerank_min,pagerank_min_node,self_loop_proportion,street_density_km,street_length_avg,street_length_total,street_segments_count,streets_per_node_avg,streets_per_node_counts,streets_per_node_proportion,time
116282651,116.282651,2.860264900662262,0.03339813288431791,1.0961813698473482,0.054002125746055334,0.0019298307584439942,3255,0.001259007481833339,13002.682296724326,144.53554799482586,1511986.3675738734,63433,0,0.0,,,,,822,0.2016188373804268,49,0.012018641157714005,2414,0.5921020358106451,769,0.18861908265881777,22.0,0.005396124601422614,1.0,0.0002452783909737552,,,,,,,27.99213788134225,5.131714495952907,10461,4077,"Norman, OK Urbanized Area",35.06112016658444,0.0009232107232621695,1636690835,3.718491481587565e-05,1050760546,0.010132874486186789,7030.462271160941,146.61420205273942,817520.790646075,5576,2.7848908511160166,"{0: 0, 1: 822, 2: 49, 3: 2414, 4: 769, 5: 22, 6: 1}","{0: 0.0, 1: 0.2016188373804268, 2: 0.012018641157714005, 3: 0.5921020358106451, 4: 0.18861908265881777, 5: 0.005396124601422614, 6: 0.0002452783909737552}",3.9493513107299805
116220365,116.220365,2.8254522972797,0.023998350505914267,1.0788817635740282,0.04093453078224644,0.0014723117030578001,1999,0.0019612090003904743,10804.330735863337,195.3154863435613,1255683.2617027557,56980,0,0.0,,,,,562,0.21944552909019915,9,0.003514252245216712,1597,0.6235845372901211,390,0.15228426395939088,3.0,0.0011714174150722373,,,,,,,,,17.200083651432344,5.02069504099961,6429,2561,"Midland, MI Urbanized Area",22.035724978148192,0.0013628705654289363,185294428,5.916708277861828e-05,185270379,0.012132524498366775,5680.140309588711,194.96396338795424,660147.980031613,3386,2.7122217883639204,"{0: 0, 1: 562, 2: 9, 3: 1597, 4: 390, 5: 3}","{0: 0.0, 1: 0.21944552909019915, 2: 0.003514252245216712, 3: 0.6235845372901211, 4: 0.15228426395939088, 5: 0.0011714174150722373}",2.108609676361084
115982261,115.982261,2.835999093792494,0.034613787408221526,1.0728172797943634,0.030622262498111993,0.001862285510297984,3210,0.0011077580953666455,12860.539112037772,138.25140456882687,1491594.403893073,08380,0,0.0,,,,,1204,0.272768463978251,8,0.0018124150430448573,2507,0.5679655641141822,688,0.1558676937018577,7.0,0.0015858631626642502,,,,,,,,,27.676646172641867,4.888536474852741,10789,4414,"Bloomington, IN Urbanized Area",38.057543989420935,0.0008292030376271262,1913172976,3.414830253573612e-05,180634026,0.008063768653257948,6882.429383468425,140.28817593453496,798239.7210675039,5690,2.6116900770276392,"{0: 0, 1: 1204, 2: 8, 3: 2507, 4: 688, 5: 7}","{0: 0.0, 1: 0.272768463978251, 2: 0.0018124150430448573, 3: 0.5679655641141822, 4: 0.1558676937018577, 5: 0.0015858631626642502}",3.5890398025512695
115816373,115.816373,2.9419378898833797,0.037621651625677086,1.072138819463817,0.04812855980471948,0.0017377061043360583,3967,0.0010701038898044658,13757.303584004494,123.24574592816377,1593321.0033593012,58168,0,0.0,,,,,949,0.19304312449145647,2,0.0004068348250610252,2886,0.5870626525630595,1053,0.21419853539462977,24.0,0.004882017900732303,2.0,0.0004068348250610252,,,,,,,34.25249726996717,5.259560618388934,12928,4916,"Monessen--California, PA Urbanized Area",42.44650279283051,0.0008407757822047559,148301568,3.111528405787791e-05,106774629,0.004641089108910891,7301.648213428264,126.31074129965518,845650.4130011915,6695,2.8386899918633035,"{0: 0, 1: 949, 2: 2, 3: 2886, 4: 1053, 5: 24, 6: 2}","{0: 0.0, 1: 0.19304312449145647, 2: 0.0004068348250610252, 3: 0.5870626525630595, 4: 0.21419853539462977, 5: 0.004882017900732303, 6: 0.0004068348250610252}",4.622543096542358
115388394,115.388394,2.929685746352428,0.031996985647986156,1.0595466366948894,0.03310352199241086,0.0020064731590976556,3379,0.0011446097960092895,14270.63770933914,145.00404778412135,1646665.9666364822,40996,0,0.0,,,,,1076,0.24152637485970818,14,0.0031425364758698093,2487,0.5582491582491582,873,0.19595959595959597,4.0,0.0008978675645342312,0.0,0.0,0.0,0.0,1.0,0.0002244668911335578,,,29.283707683807435,5.098092031425365,11356,4455,"Idaho Falls, ID Urbanized Area",38.60873564112522,0.0009268104114233408,127481784,3.388189878519344e-05,127426689,0.004138781261007397,7613.046588920764,147.46637893952413,878457.2193427453,5957,2.712682379349046,"{0: 0, 1: 1076, 2: 14, 3: 2487, 4: 873, 5: 4, 6: 0, 7: 0, 8: 1}","{0: 0.0, 1: 0.24152637485970818, 2: 0.0031425364758698093, 3: 0.5582491582491582, 4: 0.19595959595959597, 5: 0.0008978675645342312, 6: 0.0, 7: 0.0, 8: 0.0002244668911335578}",3.365166425704956
114311376,114.311376,2.837872463768146,0.049897012753083184,1.0997574199137259,0.040336231884058237,0.0010802250162196849,4387,0.0008781262525807303,15061.650364728363,118.62463676608799,1721717.978023001,70642,0,0.0,,,,,1363,0.23704347826086958,56,0.009739130434782608,3531,0.6140869565217392,794,0.13808695652173913,5.0,0.0008695652173913044,1.0,0.00017391304347826088,,,,,,,38.377632686356606,5.048347826086957,14514,5750,"Ponce, PR Urbanized Area",50.30120536734682,0.0006039851595784611,238781878,2.627473638397108e-05,238780476,0.0034449497037343257,8205.43539911615,123.69439682870582,937974.6111520763,7583,2.6565217391304348,"{0: 0, 1: 1363, 2: 56, 3: 3531, 4: 794, 5: 5, 6: 1}","{0: 0.0, 1: 0.23704347826086958, 2: 0.009739130434782608, 3: 0.6140869565217392, 4: 0.13808695652173913, 5: 0.0008695652173913044, 6: 0.00017391304347826088}",4.612905502319336
114147309,114.147309,2.9947862277714905,0.029086924878475917,1.0747708234746163,0.04510783200908081,0.001874322693480723,3908,0.0012867262348437772,16275.691600162096,148.8523674603323,1857826.3982724072,48394,0,0.0,,,,,497,0.11282633371169126,2,0.0004540295119182747,2749,0.6240635641316685,1144,0.2597048808172531,13.0,0.0029511918274687855,,,,,,,,,34.2364619388443,5.666742338251987,12481,4405,"Lawton, OK Urbanized Area",38.59048486197778,0.000777377866653414,145288836,3.43297503700272e-05,452307021,0.004326576396122106,8771.960355349076,151.55072941089463,1001295.6692177809,6607,3.03950056753689,"{0: 0, 1: 497, 2: 2, 3: 2749, 4: 1144, 5: 13}","{0: 0.0, 1: 0.11282633371169126, 2: 0.0004540295119182747, 3: 0.6240635641316685, 4: 0.2597048808172531, 5: 0.0029511918274687855}",3.500469207763672
113618291,113.618291,2.971685991852081,0.029637980680048415,1.0601088712829665,0.027964065601169923,0.0026881853501951746,2393,0.001629976157472635,12291.836808376713,168.3434777505613,1396577.4914186567,50959,0,0.0,,,,,798,0.2500783453462864,7,0.0021936696960200563,1758,0.5509244750861799,627,0.1964901284863679,0.0,0.0,1.0,0.00031338138514572234,,,,,,,21.061749643813954,5.199623942337825,8296,3191,"Logan, UT Urbanized Area",28.08526665834113,0.0009328461039265908,82911528,4.719578384331001e-05,4491256222,0.004339440694310511,6197.332668706906,168.37167541294784,704130.3465769478,4182,2.6950799122532123,"{0: 0, 1: 798, 2: 7, 3: 1758, 4: 627, 5: 0, 6: 1}","{0: 0.0, 1: 0.2500783453462864, 2: 0.0021936696960200563, 3: 0.5509244750861799, 4: 0.1964901284863679, 5: 0.0, 6: 0.00031338138514572234}",2.286461353302002
112637781,112.637781,2.881515592179687,0.030682381202860678,1.0814044315754332,0.048658910971077884,0.002961937261614021,3256,0.0012584203645764364,13193.358449043839,138.76838356876456,1486070.6196378996,98182,0,0.0,,,,,870,0.2108579738245274,4,0.0009694619486185168,2431,0.5891904992729036,808,0.1958313136209404,12.0,0.00290838584585555,1.0,0.0002423654871546292,,,,,,,28.906819462290365,5.190984003877848,10709,4126,"Zephyrhills, FL Urbanized Area",36.63069321296377,0.0007738781514880403,601817939,3.679116403477504e-05,99688775,0.005042487627229433,6911.855100635205,139.54759296093945,778536.0211290813,5579,2.779689772176442,"{0: 0, 1: 870, 2: 4, 3: 2431, 4: 808, 5: 12, 6: 1}","{0: 0.0, 1: 0.2108579738245274, 2: 0.0009694619486185168, 3: 0.5891904992729036, 4: 0.1958313136209404, 5: 0.00290838584585555, 6: 0.0002423654871546292}",3.384993314743042
112513463,112.513463,2.8611483967188587,0.028475656738417326,1.069742472613799,0.0337381485032491,0.0025941590322454346,2229,0.0015607643699440282,11603.470386980343,170.92781304753976,1305546.6360571086,61840,0,0.0,,,,,900,0.28763183125599234,13,0.004154682007031001,1755,0.5608820709491851,456,0.1457334611697028,5.0,0.0015979546180888463,,,,,,,,,19.810962533434775,4.882070949185043,7638,3129,"New Bern, NC Urbanized Area",27.810005279101578,0.0013138323161029863,170157017,4.839004115192049e-05,170131971,0.006022518984027232,6190.207528598686,175.61313306387032,696481.6857313097,3966,2.569511025886865,"{0: 0, 1: 900, 2: 13, 3: 1755, 4: 456, 5: 5}","{0: 0.0, 1: 0.28763183125599234, 2: 0.004154682007031001, 3: 0.5608820709491851, 4: 0.1457334611697028, 5: 0.0015979546180888463}",2.7843754291534424
112327244,112.327244,2.9362867877269845,0.03241697290179479,1.0929733065031866,0.04125443539970769,0.0020482225271112246,2536,0.0016594691620543897,12607.519319394893,167.35616861550272,1416167.898824384,11026,0,0.0,,,,,658,0.20601127113337508,4,0.0012523481527864746,1823,0.5707576706324358,684,0.21415153412648716,24.0,0.007514088916718848,1.0,0.00031308703819661864,,,,,,,22.57689149748925,5.298685034439575,8462,3194,"Brunswick, GA Urbanized Area",28.43477580559174,0.0011491886308903864,69414640,4.7334904795720766e-05,3462310605,0.009217679035688962,6684.136357520343,169.9435526393071,750810.6155604587,4418,2.816844082654978,"{0: 0, 1: 658, 2: 4, 3: 1823, 4: 684, 5: 24, 6: 1}","{0: 0.0, 1: 0.20601127113337508, 2: 0.0012523481527864746, 3: 0.5707576706324358, 4: 0.21415153412648716, 5: 0.007514088916718848, 6: 0.00031308703819661864}",2.418210744857788
111602165,111.602165,2.8508716788198867,0.030894209979615846,1.0790630888539827,0.03640935378425948,0.0010358327657264935,3154,0.0012758218913683042,13873.85635061124,153.49979236911008,1548352.4056272134,77230,0,0.0,,,,,823,0.2069399044505909,6,0.0015086748805632386,2290,0.5758109127483028,849,0.21347749559969825,9.0,0.002263012320844858,,,,,,,,,28.26110049029963,5.072667840080463,10087,3977,"St. Augustine, FL Urbanized Area",35.63550940073609,0.0009445535416386206,100229036,3.777971058252981e-05,100172030,0.004560325171012194,7625.169227098481,154.08028141147332,850985.3942355672,5523,2.802615036459643,"{0: 0, 1: 823, 2: 6, 3: 2290, 4: 849, 5: 9}","{0: 0.0, 1: 0.2069399044505909, 2: 0.0015086748805632386, 3: 0.5758109127483028, 4: 0.21347749559969825, 5: 0.002263012320844858}",3.2116196155548096
110950370,110.95037,2.7918971453959713,0.026458782342433717,1.0946763675031914,0.042807952904587256,0.0005881832028791718,2287,0.001646340108852517,12128.891811942663,181.58211229591268,1345705.034225009,45262,0,0.0,,,,,714,0.23792069310229924,4,0.0013328890369876708,1912,0.6371209596801066,366,0.12195934688437188,4.0,0.0013328890369876708,1.0,0.0003332222592469177,,,,,,,20.61281994823451,4.939020326557814,7411,3001,"Kingston, NY Urbanized Area",27.048129717818874,0.00112302234859154,213741610,5.0529392793772575e-05,450517701,0.008635811631358792,6494.3080903921145,185.8514019920038,720545.8855229986,3877,2.648450516494502,"{0: 0, 1: 714, 2: 4, 3: 1912, 4: 366, 5: 4, 6: 1}","{0: 0.0, 1: 0.23792069310229924, 2: 0.0013328890369876708, 3: 0.6371209596801066, 4: 0.12195934688437188, 5: 0.0013328890369876708, 6: 0.0003332222592469177}",2.535698652267456
109957644,109.957644,2.8446926138876556,0.025423317503854563,1.0851811848700557,0.044139761167624844,0.0015835196754238779,1835,0.0022975189144125397,9473.567492079876,177.46016383374646,1041691.1617040917,04951,0,0.0,,,,,426,0.18841220698805838,1,0.0004422821760283061,1500,0.6634232640424591,326,0.14418398938522778,8.0,0.0035382574082264487,,,,,,,,,16.68824406605147,5.192392746572313,5870,2261,"Bangor, ME Urbanized Area",20.56246312443726,0.0017011502740614207,102117016,6.70431962963352e-05,102072345,0.0141396933560477,5128.865508150539,181.98062848309004,563957.9676690961,3099,2.7739938080495357,"{0: 0, 1: 426, 2: 1, 3: 1500, 4: 326, 5: 8}","{0: 0.0, 1: 0.18841220698805838, 2: 0.0004422821760283061, 3: 0.6634232640424591, 4: 0.14418398938522778, 5: 0.0035382574082264487}",1.7182960510253906
109756833,109.756833,2.8950204290092003,0.030842496103345274,1.0771935198449443,0.03266939053455897,0.0012056698814291353,3002,0.001308969848295686,13655.882576441105,149.37476812936578,1498826.4234100562,67672,0,0.0,,,,,914,0.2334014300306435,4,0.0010214504596527069,2327,0.5942288049029623,659,0.16828396322778344,12.0,0.0030643513789581204,,,,,,,,,27.35137228312701,5.12461695607763,10034,3916,"Parkersburg, WV--OH Urbanized Area",35.67887203888254,0.001190361998402307,200567886,3.89089885346658e-05,156271183,0.009168825991628464,7316.384340635965,154.45723682227288,803023.1742389967,5199,2.70658835546476,"{0: 0, 1: 914, 2: 4, 3: 2327, 4: 659, 5: 12}","{0: 0.0, 1: 0.2334014300306435, 2: 0.0010214504596527069, 3: 0.5942288049029623, 4: 0.16828396322778344, 5: 0.0030643513789581204}",3.357194423675537
109220114,109.220114,2.8716093474426887,0.031824223710184334,1.0728913047181565,0.04683421516754852,0.0019708246984470636,2932,0.0013340221860994293,13442.89706917392,154.09684617815296,1468234.7503854414,73396,0,0.0,,,,,848,0.22433862433862434,5,0.0013227513227513227,2121,0.5611111111111111,767,0.2029100529100529,35.0,0.009259259259259259,4.0,0.0010582010582010583,,,,,,,26.844872181693567,5.041269841269841,9528,3780,"Rapid City, SD Urbanized Area",34.60900983860903,0.0013670876966887754,1261545746,4.0110345851373094e-05,2749817104,0.0031486146095717885,7219.2952362153455,154.78842730645798,788492.248699097,5094,2.7746031746031745,"{0: 0, 1: 848, 2: 5, 3: 2121, 4: 767, 5: 35, 6: 4}","{0: 0.0, 1: 0.22433862433862434, 2: 0.0013227513227513227, 3: 0.5611111111111111, 4: 0.2029100529100529, 5: 0.009259259259259259, 6: 0.0010582010582010583}",3.2222776412963867
109044369,109.044369,2.8471921689850705,0.037109284314797784,1.0782995984244816,0.03524692720983295,0.001836997522360488,3332,0.0010996077886755763,13605.819882762076,131.5865227355605,1483638.0438434447,61705,0,0.0,,,,,1197,0.2642967542503864,3,0.0006623978803267829,2702,0.5965996908809892,622,0.13733716052108633,3.0,0.0006623978803267829,2.0,0.00044159858688452196,,,,,,,30.55636921517699,4.979024067122985,11275,4529,"Newark, OH Urbanized Area",41.5335522735704,0.0007312057563378794,198355320,3.3395214132950136e-05,198630419,0.008603104212860311,7200.351109025039,135.4654491480479,785157.7432620856,5796,2.610730845661294,"{0: 0, 1: 1197, 2: 3, 3: 2702, 4: 622, 5: 3, 6: 2}","{0: 0.0, 1: 0.2642967542503864, 2: 0.0006623978803267829, 3: 0.5965996908809892, 4: 0.13733716052108633, 5: 0.0006623978803267829, 6: 0.00044159858688452196}",3.8176798820495605
